model_name,record_id,family,entity_a,entity_b,layer_idx,zone,answer_b,last_token_hit,last_token_pred,subj_token_hit,subj_token_pred,subj_avg_hit,subj_avg_pred,subj_pos_a,subj_pos_b
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,4,early,stockholm,0,amsterdam,1,stockholm,1,stockholm,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,6,early,stockholm,0,amsterdam,1,stockholm,1,stockholm,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,8,early,stockholm,0,amsterdam,1,stockholm,1,stockholm,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,10,mid,stockholm,0,amsterdam,1,stockholm,1,stockholm,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,12,mid,stockholm,0,amsterdam,1,stockholm,1,stockholm,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,14,mid,stockholm,0,amsterdam,1,stockholm,1,stockholm,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,16,mid,stockholm,0,amsterdam,0,amsterdam,0,amsterdam,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,18,late,stockholm,0,amsterdam,0,amsterdam,0,amsterdam,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,20,late,stockholm,0,amsterdam,0,amsterdam,0,amsterdam,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,22,late,stockholm,1,stockholm,0,amsterdam,0,amsterdam,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,24,late,stockholm,1,stockholm,0,amsterdam,0,amsterdam,[4],[4]
meta-llama/Llama-3.2-3B,6,capital,Netherlands,Sweden,26,late,stockholm,1,stockholm,0,amsterdam,0,amsterdam,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,0,early,copenhagen,0,oslo,1,copenhagen,1,copenhagen,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,2,early,copenhagen,0,oslo,1,copenhagen,1,copenhagen,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,4,early,copenhagen,0,oslo,1,copenhagen,1,copenhagen,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,6,early,copenhagen,0,oslo,1,copenhagen,1,copenhagen,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,8,early,copenhagen,0,oslo,1,copenhagen,1,copenhagen,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,10,mid,copenhagen,0,oslo,1,copenhagen,1,copenhagen,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,12,mid,copenhagen,0,oslo,1,copenhagen,1,copenhagen,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,14,mid,copenhagen,0,oslo,1,copenhagen,1,copenhagen,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,16,mid,copenhagen,1,copenhagen,1,copenhagen,1,copenhagen,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,18,late,copenhagen,1,copenhagen,0,oslo,0,oslo,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,20,late,copenhagen,1,copenhagen,0,oslo,0,oslo,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,22,late,copenhagen,1,copenhagen,0,oslo,0,oslo,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,24,late,copenhagen,1,copenhagen,0,oslo,0,oslo,[4],[4]
meta-llama/Llama-3.2-3B,7,capital,Norway,Denmark,26,late,copenhagen,1,copenhagen,0,oslo,0,oslo,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,0,early,budapest,0,helsinki,1,budapest,1,budapest,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,2,early,budapest,0,helsinki,1,budapest,1,budapest,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,4,early,budapest,0,helsinki,1,budapest,1,budapest,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,6,early,budapest,0,helsinki,1,budapest,1,budapest,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,8,early,budapest,0,helsinki,1,budapest,1,budapest,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,10,mid,budapest,0,helsinki,1,budapest,1,budapest,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,12,mid,budapest,0,helsinki,1,budapest,1,budapest,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,14,mid,budapest,0,helsinki,1,budapest,1,budapest,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,16,mid,budapest,1,budapest,0,helsinki,0,helsinki,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,18,late,budapest,1,budapest,0,helsinki,0,helsinki,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,20,late,budapest,1,budapest,0,helsinki,0,helsinki,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,22,late,budapest,1,budapest,0,helsinki,0,helsinki,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,24,late,budapest,1,budapest,0,helsinki,0,helsinki,[4],[4]
meta-llama/Llama-3.2-3B,8,capital,Finland,Hungary,26,late,budapest,1,budapest,0,helsinki,0,helsinki,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,0,early,hanoi,0,bangkok,1,hanoi,1,hanoi,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,2,early,hanoi,0,bangkok,1,hanoi,1,hanoi,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,4,early,hanoi,0,bangkok,1,hanoi,1,hanoi,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,6,early,hanoi,0,bangkok,1,hanoi,1,hanoi,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,8,early,hanoi,0,bangkok,1,hanoi,1,hanoi,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,10,mid,hanoi,0,bangkok,1,hanoi,1,hanoi,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,12,mid,hanoi,0,bangkok,1,hanoi,1,hanoi,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,14,mid,hanoi,0,bangkok,1,hanoi,1,hanoi,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,16,mid,hanoi,0,a city,0,a city,0,a city,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,18,late,hanoi,1,hanoi,0,bangkok,0,bangkok,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,20,late,hanoi,1,hanoi,0,bangkok,0,bangkok,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,22,late,hanoi,1,hanoi,0,bangkok,0,bangkok,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,24,late,hanoi,1,hanoi,0,bangkok,0,bangkok,[4],[4]
meta-llama/Llama-3.2-3B,9,capital,Thailand,Vietnam,26,late,hanoi,1,hanoi,0,bangkok,0,bangkok,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,0,early,lisbon,0,cairo,1,lisbon,1,lisbon,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,2,early,lisbon,0,cairo,1,lisbon,1,lisbon,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,4,early,lisbon,0,cairo,1,lisbon,1,lisbon,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,6,early,lisbon,0,cairo,1,lisbon,1,lisbon,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,8,early,lisbon,0,cairo,1,lisbon,1,lisbon,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,10,mid,lisbon,0,cairo,1,lisbon,1,lisbon,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,12,mid,lisbon,0,cairo,1,lisbon,1,lisbon,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,14,mid,lisbon,0,a city,1,lisbon,1,lisbon,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,16,mid,lisbon,0,a city,1,lisbon,1,lisbon,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,18,late,lisbon,1,lisbon,0,cairo,0,cairo,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,20,late,lisbon,1,lisbon,0,cairo,0,cairo,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,22,late,lisbon,1,lisbon,0,cairo,0,cairo,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,24,late,lisbon,1,lisbon,0,cairo,0,cairo,[4],[4]
meta-llama/Llama-3.2-3B,10,capital,Egypt,Portugal,26,late,lisbon,1,lisbon,0,cairo,0,cairo,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,0,early,vienna,0,bucharest,1,vienna,1,vienna,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,2,early,vienna,0,the largest,1,vienna,1,vienna,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,4,early,vienna,0,bucharest,1,vienna,1,vienna,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,6,early,vienna,0,bucharest,1,vienna,1,vienna,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,8,early,vienna,0,bucharest,1,vienna,1,vienna,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,10,mid,vienna,0,bucharest,1,vienna,1,vienna,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,12,mid,vienna,0,bucharest,1,vienna,1,vienna,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,14,mid,vienna,0,the largest,1,vienna,1,vienna,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,16,mid,vienna,0,the largest,0,the largest,0,the largest,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,18,late,vienna,1,vienna,0,the largest,0,the largest,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,20,late,vienna,1,vienna,0,the largest,0,the largest,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,22,late,vienna,1,vienna,0,bucharest,0,bucharest,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,24,late,vienna,1,vienna,0,bucharest,0,bucharest,[4],[4]
meta-llama/Llama-3.2-3B,11,capital,Romania,Austria,26,late,vienna,1,vienna,0,bucharest,0,bucharest,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,0,early,bern,0,brussels,1,bern,1,bern,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,2,early,bern,0,brussels,1,bern,1,bern,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,4,early,bern,0,brussels,1,bern,1,bern,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,6,early,bern,0,brussels,1,bern,1,bern,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,8,early,bern,0,brussels,1,bern,1,bern,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,10,mid,bern,0,brussels,1,bern,1,bern,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,12,mid,bern,0,brussels,1,bern,1,bern,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,14,mid,bern,0,brussels,1,bern,1,bern,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,16,mid,bern,0,the city,0,brussels,0,brussels,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,18,late,bern,0,the city,0,brussels,0,brussels,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,20,late,bern,0,the city,0,brussels,0,brussels,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,22,late,bern,1,bern,0,brussels,0,brussels,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,24,late,bern,1,bern,0,brussels,0,brussels,[4],[4]
meta-llama/Llama-3.2-3B,12,capital,Belgium,Switzerland,26,late,bern,1,bern,0,brussels,0,brussels,[4],[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,0,early,lima,0,prague,0,the capital,0,the capital,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,2,early,lima,0,prague,1,lima,1,lima,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,4,early,lima,0,prague,1,lima,1,lima,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,6,early,lima,0,prague,1,lima,1,lima,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,8,early,lima,0,prague,1,lima,1,lima,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,10,mid,lima,0,prague,1,lima,1,lima,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,12,mid,lima,0,prague,1,lima,1,lima,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,14,mid,lima,0,prague,1,lima,1,lima,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,16,mid,lima,0,the largest,0,the largest,0,the largest,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,18,late,lima,0,the city,0,the largest,0,the largest,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,20,late,lima,0,the largest,0,the largest,0,the largest,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,22,late,lima,1,lima,0,prague,0,prague,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,24,late,lima,1,lima,0,prague,0,prague,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,13,capital,Czechia,Peru,26,late,lima,1,lima,0,prague,0,prague,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,0,early,bogota,0,buenos aires,1,bogota,1,bogota,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,2,early,bogota,0,buenos aires,1,bogota,1,bogota,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,4,early,bogota,0,buenos aires,1,bogota,1,bogota,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,6,early,bogota,0,buenos aires,1,bogota,1,bogota,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,8,early,bogota,0,buenos aires,1,bogota,1,bogota,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,10,mid,bogota,0,buenos aires,1,bogota,1,bogota,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,12,mid,bogota,0,buenos aires,1,bogota,1,bogota,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,14,mid,bogota,0,buenos aires,1,bogota,1,bogota,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,16,mid,bogota,1,bogota,0,the largest,0,the largest,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,18,late,bogota,1,bogota,0,buenos aires,0,buenos aires,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,20,late,bogota,1,bogota,0,buenos aires,0,buenos aires,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,22,late,bogota,1,bogota,0,buenos aires,0,buenos aires,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,24,late,bogota,1,bogota,0,buenos aires,0,buenos aires,[4],[4]
meta-llama/Llama-3.2-3B,14,capital,Argentina,Colombia,26,late,bogota,1,bogota,0,buenos aires,0,buenos aires,[4],[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,0,early,doha,0,riyadh,1,doha,1,doha,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,2,early,doha,0,riyadh,1,doha,1,doha,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,4,early,doha,0,riyadh,1,doha,1,doha,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,6,early,doha,0,riyadh,1,doha,1,doha,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,8,early,doha,0,riyadh,1,doha,1,doha,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,10,mid,doha,0,riyadh,1,doha,1,doha,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,12,mid,doha,0,riyadh,1,doha,1,doha,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,14,mid,doha,0,riyadh,1,doha,1,doha,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,16,mid,doha,0,riyadh,1,doha,1,doha,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,18,late,doha,1,doha,0,riyadh,0,riyadh,"[4, 5]",[4]
meta-llama/Llama-3.2-3B,15,capital,Saudi Arabia,Qatar,20,late,doha,1,doha,0,riyadh,0,riyadh,"[4, 5]",[4]
